record_id,plant_scientific_name,plant_common_name,plant_family,primary_alkaloid,primary_flavonoid,primary_terpenoid,primary_glycoside,alkaloid_pct,flavonoid_pct,terpenoid_pct,glycoside_pct,concentration_std,geographic_origin,latitude,longitude,altitude,collection_year,harvest_month,measurement_method,temperature,rainfall,soil_pH,soil_N,soil_P,soil_K,reference_pmid,reference_year
1231,Tribulus terrestris,Gokshura,Zygophyllaceae,Harmine,Quercetin-3-glucoside,Hecogenin,Terrestrosin,1.4372,2.5474,0.6628,3.8289,0.47,"Tirupati, Andhra Pradesh",13.7087,79.2852,214.9,2010,12,HPLC-MS,23.9,664.2,6.91,82.2,22.8,201.3,32431322,2009
1232,Tribulus terrestris,Gokshura,Zygophyllaceae,Harmine,Kaempferol,Hecogenin,Protodioscin,1.8022,2.7196,0.765,3.3982,0.344,"Tirupati, Andhra Pradesh",13.7637,79.2697,333.5,2009,10,HPLC,27.2,674.6,6.66,65.9,16.4,153.1,32371969,2009
1233,Tribulus terrestris,Gokshura,Zygophyllaceae,Harmine,Kaempferol,Hecogenin,Protodioscin,1.59,2.5904,0.8131,3.0467,0.373,"Tirupati, Andhra Pradesh",13.4692,79.6707,270.1,2005,3,HPLC-MS,25.1,743.6,6.96,82.1,20.7,174.2,32630421,2005
1234,Tribulus terrestris,Gokshura,Zygophyllaceae,Harmaline,Quercetin-3-glucoside,Hecogenin,Protodioscin,2.1151,2.937,0.8796,3.136,0.181,"Tirupati, Andhra Pradesh",13.5142,79.4806,266.9,2015,8,GC-MS,34.4,1028.6,7.13,70.0,24.1,190.2,32298650,2014
1235,Tribulus terrestris,Gokshura,Zygophyllaceae,Harmine,Kaempferol,Hecogenin,Protodioscin,1.6865,3.0811,0.8667,2.8023,0.383,"Tirupati, Andhra Pradesh",13.605,79.4359,285.4,2006,8,HPLC-MS,32.1,1045.4,7.09,78.1,14.2,172.6,32537951,2006
1236,Tribulus terrestris,Gokshura,Zygophyllaceae,Harmine,Quercetin-3-glucoside,Hecogenin,Terrestrosin,1.6452,2.7229,0.8727,2.5395,0.492,"Tirupati, Andhra Pradesh",13.4463,79.0191,204.1,2012,6,GC-MS,31.4,1098.9,7.46,85.0,11.8,133.4,32638969,2010
1237,Tribulus terrestris,Gokshura,Zygophyllaceae,Harmaline,Quercetin-3-glucoside,Hecogenin,Terrestrosin,1.2888,2.5703,0.6884,3.2949,0.343,"Tirupati, Andhra Pradesh",13.4777,78.983,364.4,2018,11,UV-Vis Spectroscopy,25.2,528.0,6.96,93.8,19.3,188.8,32610281,2017
1238,Tribulus terrestris,Gokshura,Zygophyllaceae,Harmaline,Kaempferol,Hecogenin,Terrestrosin,1.4217,2.6931,0.8123,3.1565,0.111,"Tirupati, Andhra Pradesh",13.4357,79.4292,327.9,2010,5,UV-Vis Spectroscopy,32.3,993.1,6.99,67.4,25.1,151.2,32301472,2008
1239,Tribulus terrestris,Gokshura,Zygophyllaceae,Harmaline,Quercetin-3-glucoside,Hecogenin,Protodioscin,1.537,2.3153,0.6949,3.4111,0.171,"Tirupati, Andhra Pradesh",13.1982,79.3634,127.3,2016,12,UV-Vis Spectroscopy,26.1,462.7,7.25,97.9,23.1,163.7,32415414,2014
1240,Tribulus terrestris,Gokshura,Zygophyllaceae,Harmine,Quercetin-3-glucoside,Hecogenin,Protodioscin,1.9822,3.0168,0.9478,2.7298,0.362,"Tirupati, Andhra Pradesh",14.0218,80.0778,450.0,2013,7,UV-Vis Spectroscopy,33.7,1044.1,7.23,85.1,23.1,182.9,32748249,2012
1241,Tribulus terrestris,Gokshura,Zygophyllaceae,Harmine,Kaempferol,Hecogenin,Protodioscin,1.0176,2.5637,0.7662,3.94,0.421,"Tirupati, Andhra Pradesh",13.2954,79.7917,54.1,2023,11,GC-MS,24.5,607.2,6.66,94.7,24.3,162.4,32379685,2021
1242,Tribulus terrestris,Gokshura,Zygophyllaceae,Harmine,Quercetin-3-glucoside,Hecogenin,Protodioscin,1.5214,3.4381,0.9555,3.3217,0.206,"Tirupati, Andhra Pradesh",13.5617,79.1666,186.1,2006,7,HPLC-MS,32.6,1169.2,6.74,98.6,25.5,202.4,32628759,2005
1243,Tribulus terrestris,Gokshura,Zygophyllaceae,Harmaline,Quercetin-3-glucoside,Hecogenin,Protodioscin,1.6339,2.7684,0.8351,3.0276,0.392,"Chandigarh, Punjab",30.691,77.0561,317.5,2021,6,HPLC-MS,30.6,820.7,7.32,83.2,30.2,165.2,24442525,2019
1244,Tribulus terrestris,Gokshura,Zygophyllaceae,Harmaline,Quercetin-3-glucoside,Hecogenin,Terrestrosin,1.9212,3.1624,0.9163,2.959,0.467,"Chandigarh, Punjab",31.3352,76.9876,295.6,2008,5,GC-MS,28.1,758.8,7.74,90.1,28.1,155.4,24525107,2008
1245,Tribulus terrestris,Gokshura,Zygophyllaceae,Harmaline,Quercetin-3-glucoside,Hecogenin,Terrestrosin,1.932,2.7235,1.0244,2.8073,0.259,"Chandigarh, Punjab",30.6555,76.4677,314.0,2022,8,HPLC,29.7,879.5,7.78,45.6,16.7,214.1,24332107,2022
1246,Tribulus terrestris,Gokshura,Zygophyllaceae,Harmaline,Kaempferol,Hecogenin,Terrestrosin,1.4084,1.7335,0.504,3.0563,0.458,"Chandigarh, Punjab",30.8629,76.8471,314.0,2014,1,HPLC-MS,17.8,510.3,7.64,94.3,25.6,143.7,24137899,2014
1247,Tribulus terrestris,Gokshura,Zygophyllaceae,Harmine,Quercetin-3-glucoside,Hecogenin,Protodioscin,1.4622,2.2245,0.6692,3.5645,0.421,"Chandigarh, Punjab",30.7497,76.8978,259.9,2011,1,GC-MS,17.3,533.1,7.46,74.8,26.3,163.8,24285104,2009
1248,Tribulus terrestris,Gokshura,Zygophyllaceae,Harmine,Kaempferol,Hecogenin,Protodioscin,1.7261,2.278,0.8569,2.4833,0.306,"Chandigarh, Punjab",30.7824,76.4896,272.1,2005,4,HPTLC,22.5,568.8,7.17,75.6,19.5,171.0,24272749,2005
1249,Tribulus terrestris,Gokshura,Zygophyllaceae,Harmine,Kaempferol,Hecogenin,Terrestrosin,1.5939,1.9269,0.6752,2.9646,0.283,"Chandigarh, Punjab",30.4761,76.8378,332.2,2008,3,HPLC-MS,21.5,374.2,7.55,113.2,28.4,197.3,24158018,2007
1250,Tribulus terrestris,Gokshura,Zygophyllaceae,Harmine,Kaempferol,Hecogenin,Protodioscin,1.8854,2.2122,0.7204,3.0823,0.104,"Chandigarh, Punjab",30.9759,77.0306,369.6,2008,10,HPLC,23.5,572.3,7.5,78.3,22.5,145.3,24310147,2007
1251,Tribulus terrestris,Gokshura,Zygophyllaceae,Harmaline,Quercetin-3-glucoside,Hecogenin,Protodioscin,1.6781,2.7315,0.9419,2.913,0.46,"Chandigarh, Punjab",30.8623,76.6598,313.0,2014,7,UV-Vis Spectroscopy,31.0,885.2,7.46,88.9,10.5,175.7,24415712,2014
1252,Tribulus terrestris,Gokshura,Zygophyllaceae,Harmaline,Kaempferol,Hecogenin,Terrestrosin,1.9157,2.4963,0.7981,3.1651,0.261,"Chandigarh, Punjab",30.8881,76.9515,237.8,2007,7,HPLC-MS,28.2,895.5,7.46,87.3,18.4,199.9,24289292,2005
1253,Tribulus terrestris,Gokshura,Zygophyllaceae,Harmaline,Quercetin-3-glucoside,Hecogenin,Protodioscin,1.3992,2.7046,0.7,3.3721,0.158,"Chandigarh, Punjab",30.2819,77.0823,261.7,2013,2,UV-Vis Spectroscopy,22.0,624.0,7.36,73.4,20.3,144.7,24338121,2011
1254,Tribulus terrestris,Gokshura,Zygophyllaceae,Harmaline,Quercetin-3-glucoside,Hecogenin,Terrestrosin,2.0337,2.9285,0.9289,2.6219,0.395,"Chandigarh, Punjab",30.9245,77.1596,264.3,2005,5,HPLC,24.8,705.9,7.39,84.1,27.0,188.8,24528186,2005
1255,Tribulus terrestris,Gokshura,Zygophyllaceae,Harmaline,Quercetin-3-glucoside,Hecogenin,Protodioscin,1.7101,2.7907,0.6443,4.0924,0.42,"Chandigarh, Punjab",30.9252,76.9045,309.4,2015,10,HPLC,21.7,601.9,7.28,86.3,21.4,175.1,24228075,2015
1256,Tribulus terrestris,Gokshura,Zygophyllaceae,Harmaline,Quercetin-3-glucoside,Hecogenin,Terrestrosin,1.1818,2.9499,0.9273,3.55,0.303,"Chandigarh, Punjab",30.7491,77.2731,301.2,2020,9,GC-MS,27.7,648.7,7.33,93.2,13.7,142.3,24150852,2018
1257,Tribulus terrestris,Gokshura,Zygophyllaceae,Harmaline,Kaempferol,Hecogenin,Terrestrosin,1.565,1.8632,0.4701,3.2246,0.236,"Chandigarh, Punjab",30.5133,76.7689,230.7,2013,3,HPTLC,20.9,458.1,7.16,68.7,16.8,181.5,24369972,2012
1258,Tribulus terrestris,Gokshura,Zygophyllaceae,Harmine,Kaempferol,Hecogenin,Protodioscin,1.6311,2.2322,0.9276,2.8595,0.211,"Chandigarh, Punjab",30.8708,76.5582,280.5,2020,6,HPLC,27.8,914.2,7.55,85.2,31.4,138.3,24458874,2018
1259,Tribulus terrestris,Gokshura,Zygophyllaceae,Harmine,Quercetin-3-glucoside,Hecogenin,Protodioscin,1.4069,1.9121,0.6702,3.9518,0.486,"Ranchi, Jharkhand",23.0887,85.576,676.8,2020,12,UV-Vis Spectroscopy,22.0,768.1,5.94,65.7,21.1,135.3,34589359,2018
1260,Tribulus terrestris,Gokshura,Zygophyllaceae,Harmaline,Kaempferol,Hecogenin,Terrestrosin,1.3094,3.2378,1.0915,2.3515,0.112,"Ranchi, Jharkhand",23.7443,85.3015,579.0,2006,7,HPLC-MS,31.1,1558.8,5.88,72.2,28.0,212.0,34576863,2005
1261,Tribulus terrestris,Gokshura,Zygophyllaceae,Harmaline,Quercetin-3-glucoside,Hecogenin,Protodioscin,1.7521,1.771,0.6545,4.2111,0.152,"Ranchi, Jharkhand",22.8637,85.6365,516.8,2020,2,GC-MS,18.4,742.4,5.77,88.3,15.1,196.4,34344860,2019
1262,Tribulus terrestris,Gokshura,Zygophyllaceae,Harmine,Kaempferol,Hecogenin,Terrestrosin,1.6292,3.591,1.0011,3.2846,0.19,"Ranchi, Jharkhand",23.1987,84.9625,565.3,2015,8,UV-Vis Spectroscopy,32.1,1439.6,6.55,61.9,19.2,166.2,34452105,2015
1263,Tribulus terrestris,Gokshura,Zygophyllaceae,Harmaline,Quercetin-3-glucoside,Hecogenin,Protodioscin,1.0586,3.0711,0.8662,3.2439,0.167,"Ranchi, Jharkhand",23.2802,85.2408,648.4,2010,10,GC-MS,27.2,1088.2,5.97,87.9,11.9,180.9,34286708,2009
1264,Tribulus terrestris,Gokshura,Zygophyllaceae,Harmine,Quercetin-3-glucoside,Hecogenin,Terrestrosin,1.425,3.6656,0.8713,2.9691,0.424,"Ranchi, Jharkhand",23.2841,85.7139,622.6,2016,9,HPLC,26.3,1368.4,6.16,81.2,20.3,128.0,34634145,2016
1265,Tribulus terrestris,Gokshura,Zygophyllaceae,Harmine,Kaempferol,Hecogenin,Terrestrosin,1.2455,2.6102,0.5256,3.2813,0.276,"Ranchi, Jharkhand",23.4104,85.716,626.3,2014,2,HPLC-MS,20.2,780.7,7.08,83.1,20.4,188.9,34312410,2013
1266,Tribulus terrestris,Gokshura,Zygophyllaceae,Harmaline,Quercetin-3-glucoside,Hecogenin,Terrestrosin,1.7483,2.6739,0.6231,3.1219,0.461,"Ranchi, Jharkhand",23.0771,85.242,520.2,2007,12,HPTLC,21.5,729.8,6.74,74.3,23.4,153.6,34489050,2007
1267,Tribulus terrestris,Gokshura,Zygophyllaceae,Harmaline,Quercetin-3-glucoside,Hecogenin,Terrestrosin,1.472,2.1726,0.5429,2.938,0.21,"Ranchi, Jharkhand",23.4708,85.0573,705.5,2009,2,HPLC-MS,18.8,709.2,6.38,103.5,23.4,177.4,34368613,2007
1268,Tribulus terrestris,Gokshura,Zygophyllaceae,Harmaline,Kaempferol,Hecogenin,Protodioscin,1.7631,2.5357,0.7275,4.1307,0.154,"Ranchi, Jharkhand",22.6335,85.2579,677.2,2010,11,UV-Vis Spectroscopy,21.3,1119.2,6.43,84.1,24.7,177.3,34333818,2010
1269,Tribulus terrestris,Gokshura,Zygophyllaceae,Harmaline,Kaempferol,Hecogenin,Terrestrosin,1.4639,2.5749,0.8825,4.0713,0.177,"Ranchi, Jharkhand",23.4997,85.532,734.7,2012,1,HPLC,19.4,886.1,5.99,102.1,18.7,209.5,34230491,2012
1270,Tribulus terrestris,Gokshura,Zygophyllaceae,Harmine,Quercetin-3-glucoside,Hecogenin,Protodioscin,1.251,2.5083,0.6537,3.5614,0.331,"Ranchi, Jharkhand",23.6131,85.9013,836.6,2011,1,HPLC,20.0,895.0,5.95,68.1,16.0,181.0,34385213,2010
1271,Tribulus terrestris,Gokshura,Zygophyllaceae,Harmine,Quercetin-3-glucoside,Hecogenin,Terrestrosin,1.3121,3.0027,0.7121,3.2317,0.476,"Ranchi, Jharkhand",23.7093,85.0277,648.3,2020,10,HPLC-MS,25.1,996.4,6.14,75.6,16.7,171.9,34703490,2020
1272,Tribulus terrestris,Gokshura,Zygophyllaceae,Harmaline,Kaempferol,Hecogenin,Protodioscin,1.8205,3.1299,0.909,2.8949,0.387,"Ranchi, Jharkhand",23.5763,85.3793,713.3,2011,7,GC-MS,31.8,1613.9,6.04,90.8,13.5,182.8,34403286,2009
1273,Tribulus terrestris,Gokshura,Zygophyllaceae,Harmaline,Quercetin-3-glucoside,Hecogenin,Terrestrosin,1.1617,2.4911,0.6809,3.6607,0.165,"Ranchi, Jharkhand",22.9333,84.9382,707.9,2023,11,HPLC-MS,23.6,960.1,5.97,88.5,18.3,203.9,34607760,2023
1274,Tribulus terrestris,Gokshura,Zygophyllaceae,Harmaline,Quercetin-3-glucoside,Hecogenin,Protodioscin,1.575,3.2282,0.8946,2.9315,0.454,"Ranchi, Jharkhand",23.3398,85.3761,575.1,2007,7,HPLC-MS,28.0,1632.7,5.8,96.1,3.0,154.6,34492684,2006
1275,Centella asiatica,Gotu Kola,Apiaceae,Hydrocotyline,Kaempferol,Madecassic acid,Asiaticoside,0.2806,6.0232,2.0035,2.3217,0.243,"Western Ghats, Karnataka",12.6866,74.9573,931.1,2021,8,HPTLC,27.2,3318.8,5.78,112.2,28.6,172.4,20851044,2021
1276,Centella asiatica,Gotu Kola,Apiaceae,Hydrocotyline,Castilliferol,Asiatic acid,Madecassoside,0.2848,6.616,2.4669,2.0954,0.157,"Western Ghats, Karnataka",13.0753,75.8068,1218.5,2017,8,HPLC,27.8,2951.5,4.98,136.5,19.5,207.1,20682299,2016
1277,Centella asiatica,Gotu Kola,Apiaceae,Hydrocotyline,Quercetin,Asiatic acid,Centelloside,0.2421,4.654,1.68,3.0659,0.431,"Western Ghats, Karnataka",12.6461,75.7022,1123.1,2015,2,GC-MS,17.6,1663.7,5.56,131.4,19.1,206.4,20459893,2014
1278,Centella asiatica,Gotu Kola,Apiaceae,Hydrocotyline,Kaempferol,Madecassic acid,Madecassoside,0.414,4.1926,2.2332,2.6591,0.45,"Western Ghats, Karnataka",12.607,75.4027,1350.3,2019,5,GC-MS,30.1,2971.4,5.76,123.1,24.2,198.1,20640203,2017
1279,Centella asiatica,Gotu Kola,Apiaceae,Hydrocotyline,Quercetin,Asiatic acid,Madecassoside,0.3091,4.5393,1.227,3.2971,0.11,"Western Ghats, Karnataka",12.9214,75.9994,1028.7,2019,12,UV-Vis Spectroscopy,18.7,1805.3,4.7,138.6,21.4,195.2,20448257,2018
1280,Centella asiatica,Gotu Kola,Apiaceae,Hydrocotyline,Quercetin,Madecassic acid,Centelloside,0.3284,6.354,1.982,2.1532,0.42,"Western Ghats, Karnataka",12.8907,75.9653,1100.3,2009,7,HPLC,29.6,3455.3,5.38,114.9,30.4,212.8,20430894,2008
1281,Centella asiatica,Gotu Kola,Apiaceae,Hydrocotyline,Castilliferol,Asiatic acid,Asiaticoside,0.2384,6.4001,1.9986,2.7492,0.45,"Western Ghats, Karnataka",12.742,75.7238,506.4,2022,7,HPLC,29.0,3711.6,5.11,111.2,39.1,213.4,20578606,2021
1282,Centella asiatica,Gotu Kola,Apiaceae,Hydrocotyline,Kaempferol,Asiatic acid,Centelloside,0.3487,4.5127,1.632,3.4164,0.362,"Western Ghats, Karnataka",12.9909,75.83,1046.5,2023,1,GC-MS,17.3,1545.0,5.76,108.5,22.3,224.5,20800242,2021
1283,Centella asiatica,Gotu Kola,Apiaceae,Hydrocotyline,Castilliferol,Madecassic acid,Asiaticoside,0.3247,5.0367,1.6686,3.0862,0.18,"Western Ghats, Karnataka",12.8747,75.713,870.1,2020,3,HPLC,22.4,2226.3,5.96,119.1,29.5,194.0,20734847,2018
1284,Centella asiatica,Gotu Kola,Apiaceae,Hydrocotyline,Kaempferol,Madecassic acid,Madecassoside,0.3755,4.9195,1.6363,2.5157,0.404,"Western Ghats, Karnataka",12.8713,75.4291,826.7,2007,11,HPTLC,24.4,1876.5,6.14,118.6,23.7,198.5,20796487,2007
1285,Centella asiatica,Gotu Kola,Apiaceae,Hydrocotyline,Quercetin,Asiatic acid,Madecassoside,0.3224,5.263,2.001,3.3245,0.49,"Western Ghats, Karnataka",12.1607,75.2648,1128.2,2020,12,HPLC-MS,21.0,1616.5,5.73,109.4,15.6,182.5,20766841,2020
1286,Centella asiatica,Gotu Kola,Apiaceae,Hydrocotyline,Kaempferol,Madecassic acid,Madecassoside,0.3221,5.2121,1.3311,3.606,0.24,"Western Ghats, Karnataka",13.1636,75.4806,835.9,2019,2,HPLC-MS,21.3,1045.7,5.27,113.5,19.9,183.5,20553746,2017
1287,Centella asiatica,Gotu Kola,Apiaceae,Hydrocotyline,Quercetin,Madecassic acid,Centelloside,0.2639,5.8941,1.8796,3.233,0.46,"Western Ghats, Karnataka",12.53,75.7097,1043.5,2019,10,GC-MS,24.9,2190.6,5.5,101.1,31.2,197.1,20472011,2017
1288,Centella asiatica,Gotu Kola,Apiaceae,Hydrocotyline,Quercetin,Madecassic acid,Madecassoside,0.3714,6.5976,2.2573,2.8305,0.444,"Western Ghats, Karnataka",12.5426,75.3598,763.6,2013,7,HPLC,28.6,2886.2,5.39,126.3,26.5,161.0,20484549,2013
1289,Centella asiatica,Gotu Kola,Apiaceae,Hydrocotyline,Kaempferol,Madecassic acid,Madecassoside,0.3195,6.3717,1.6,2.5718,0.492,"Western Ghats, Karnataka",12.4628,75.3349,1055.6,2005,7,GC-MS,27.5,3260.4,5.91,105.8,19.1,221.6,20680360,2005
1290,Centella asiatica,Gotu Kola,Apiaceae,Hydrocotyline,Castilliferol,Asiatic acid,Madecassoside,0.3873,5.4657,1.5243,3.2327,0.252,"Western Ghats, Karnataka",12.4041,75.6308,1137.8,2010,11,HPLC-MS,20.8,1486.1,5.76,124.0,29.8,209.2,20873264,2008
1291,Centella asiatica,Gotu Kola,Apiaceae,Hydrocotyline,Castilliferol,Asiatic acid,Asiaticoside,0.3334,4.8642,1.0568,2.5503,0.206,"Western Ghats, Karnataka",12.0423,75.1173,940.0,2015,12,HPLC-MS,18.7,957.5,5.35,127.6,25.4,215.5,20435079,2013
1292,Centella asiatica,Gotu Kola,Apiaceae,Hydrocotyline,Castilliferol,Asiatic acid,Asiaticoside,0.3351,4.6592,1.587,2.7923,0.473,"Western Ghats, Karnataka",12.398,75.8392,846.9,2007,12,GC-MS,18.1,1493.9,5.32,119.1,32.2,201.7,20681235,2007
1293,Centella asiatica,Gotu Kola,Apiaceae,Hydrocotyline,Kaempferol,Madecassic acid,Centelloside,0.2647,4.4835,1.1927,2.8161,0.219,"Western Ghats, Karnataka",12.3317,75.1869,524.7,2013,12,HPLC-MS,20.3,1447.5,5.7,98.0,23.9,231.6,20786831,2012
1294,Centella asiatica,Gotu Kola,Apiaceae,Hydrocotyline,Quercetin,Madecassic acid,Centelloside,0.4565,4.5921,1.6702,2.5036,0.16,"Western Ghats, Karnataka",12.9705,75.744,1038.2,2023,4,GC-MS,23.4,2561.4,5.31,120.0,20.8,172.0,20786159,2021
1295,Centella asiatica,Gotu Kola,Apiaceae,Hydrocotyline,Quercetin,Asiatic acid,Asiaticoside,0.2573,4.7641,1.423,3.0452,0.475,"Ernakulam, Kerala",10.1735,76.7508,42.9,2018,1,GC-MS,23.5,1415.6,6.03,129.2,33.9,219.6,24201797,2017
1296,Centella asiatica,Gotu Kola,Apiaceae,Hydrocotyline,Kaempferol,Asiatic acid,Asiaticoside,0.241,4.759,1.6508,3.3789,0.126,"Ernakulam, Kerala",10.3654,76.5497,52.0,2013,1,HPLC,24.2,1624.2,4.66,127.6,30.2,215.3,24209179,2011
1297,Centella asiatica,Gotu Kola,Apiaceae,Hydrocotyline,Kaempferol,Asiatic acid,Centelloside,0.2938,6.3685,1.6333,2.4435,0.453,"Ernakulam, Kerala",9.7428,76.3284,38.8,2005,9,HPLC-MS,28.9,3464.0,6.09,132.0,26.9,221.0,24360149,2005
1298,Centella asiatica,Gotu Kola,Apiaceae,Hydrocotyline,Quercetin,Asiatic acid,Madecassoside,0.3626,5.63,1.8528,2.4107,0.494,"Ernakulam, Kerala",9.6003,76.3978,125.9,2023,8,HPLC-MS,31.3,3502.7,5.57,135.0,28.3,221.8,24226103,2023
1299,Centella asiatica,Gotu Kola,Apiaceae,Hydrocotyline,Kaempferol,Madecassic acid,Madecassoside,0.3643,4.6185,1.3909,3.2724,0.332,"Ernakulam, Kerala",9.8802,76.7805,47.1,2015,3,UV-Vis Spectroscopy,23.9,1828.0,5.35,142.0,28.2,203.2,24169177,2014
1300,Centella asiatica,Gotu Kola,Apiaceae,Hydrocotyline,Castilliferol,Madecassic acid,Madecassoside,0.3082,4.4067,1.4873,2.8062,0.152,"Ernakulam, Kerala",10.3433,76.3513,95.4,2011,11,UV-Vis Spectroscopy,25.3,1662.0,5.47,123.3,31.3,211.7,24358637,2010
1301,Centella asiatica,Gotu Kola,Apiaceae,Hydrocotyline,Castilliferol,Madecassic acid,Madecassoside,0.2907,5.9122,1.7327,2.215,0.464,"Ernakulam, Kerala",10.12,76.5627,136.4,2009,6,UV-Vis Spectroscopy,31.6,3083.4,5.48,133.8,38.9,197.8,24545134,2007
1302,Centella asiatica,Gotu Kola,Apiaceae,Hydrocotyline,Castilliferol,Madecassic acid,Centelloside,0.3696,6.4491,1.7725,2.842,0.463,"Ernakulam, Kerala",9.9619,75.9048,114.5,2018,11,GC-MS,21.8,2206.0,5.48,129.9,27.1,215.9,24484001,2018
1303,Centella asiatica,Gotu Kola,Apiaceae,Hydrocotyline,Kaempferol,Asiatic acid,Asiaticoside,0.2245,5.5263,1.2693,2.6865,0.27,"Ernakulam, Kerala",10.0724,75.8325,173.1,2016,2,HPLC-MS,22.8,1884.7,5.67,132.4,25.3,200.2,24126896,2015
1304,Centella asiatica,Gotu Kola,Apiaceae,Hydrocotyline,Castilliferol,Madecassic acid,Madecassoside,0.2919,6.103,2.3403,2.7939,0.101,"Ernakulam, Kerala",10.3404,75.8239,152.4,2005,7,HPLC-MS,33.4,4000.0,5.18,147.0,26.5,226.7,24310554,2005
1305,Centella asiatica,Gotu Kola,Apiaceae,Hydrocotyline,Quercetin,Asiatic acid,Madecassoside,0.3622,6.2011,2.2157,2.7493,0.232,"Ernakulam, Kerala",9.9776,75.6532,139.6,2006,6,HPLC,31.9,3964.6,5.21,120.7,26.5,258.6,24293400,2005
1306,Centella asiatica,Gotu Kola,Apiaceae,Hydrocotyline,Castilliferol,Asiatic acid,Centelloside,0.395,6.5308,2.3893,2.6261,0.297,"Ernakulam, Kerala",9.9284,76.2885,71.3,2014,7,HPLC-MS,32.7,3758.3,5.48,116.0,29.5,253.6,24531913,2014
1307,Centella asiatica,Gotu Kola,Apiaceae,Hydrocotyline,Kaempferol,Asiatic acid,Asiaticoside,0.4157,6.1511,2.1299,2.6052,0.458,"Ernakulam, Kerala",9.6473,76.271,175.0,2013,6,HPLC-MS,29.5,3748.5,5.4,115.5,29.6,208.9,24068978,2011
1308,Centella asiatica,Gotu Kola,Apiaceae,Hydrocotyline,Quercetin,Asiatic acid,Asiaticoside,0.3387,6.7702,2.1392,2.6884,0.371,"Ernakulam, Kerala",10.1911,75.889,74.7,2013,7,HPLC,32.3,3460.9,5.59,125.9,32.5,192.3,24508760,2013
1309,Centella asiatica,Gotu Kola,Apiaceae,Hydrocotyline,Quercetin,Madecassic acid,Asiaticoside,0.3797,6.6858,2.0823,2.993,0.246,"Ernakulam, Kerala",10.2552,76.0909,105.4,2023,6,HPLC,30.0,4000.0,5.83,154.9,28.1,222.0,24094146,2023
1310,Centella asiatica,Gotu Kola,Apiaceae,Hydrocotyline,Kaempferol,Asiatic acid,Madecassoside,0.2446,5.3619,1.503,3.5814,0.402,"Ernakulam, Kerala",9.4896,76.504,129.7,2010,4,GC-MS,29.1,3068.5,5.17,134.3,28.9,219.6,24443095,2009
1311,Centella asiatica,Gotu Kola,Apiaceae,Hydrocotyline,Quercetin,Asiatic acid,Asiaticoside,0.2553,7.1097,1.5252,2.5849,0.329,"Ernakulam, Kerala",10.5391,76.2251,178.0,2018,10,HPLC,26.8,2691.3,5.73,154.1,32.1,245.2,24100769,2018
1312,Centella asiatica,Gotu Kola,Apiaceae,Hydrocotyline,Kaempferol,Madecassic acid,Madecassoside,0.3039,6.3825,2.2257,2.0304,0.44,"Ernakulam, Kerala",9.8515,75.7304,181.7,2009,7,HPTLC,31.0,4000.0,5.86,138.0,32.6,267.2,24294606,2008
1313,Centella asiatica,Gotu Kola,Apiaceae,Hydrocotyline,Castilliferol,Asiatic acid,Centelloside,0.3415,6.7242,2.2289,2.6859,0.432,"Ernakulam, Kerala",9.7544,75.9704,153.7,2016,7,GC-MS,32.0,3954.7,5.46,135.7,27.4,196.7,24324459,2015
1314,Centella asiatica,Gotu Kola,Apiaceae,Hydrocotyline,Castilliferol,Asiatic acid,Centelloside,0.3163,4.7241,1.3653,3.0692,0.3,"Ernakulam, Kerala",10.3667,76.0444,56.9,2013,11,GC-MS,25.1,1873.1,5.77,113.8,27.1,239.3,24527919,2011
1315,Centella asiatica,Gotu Kola,Apiaceae,Hydrocotyline,Castilliferol,Asiatic acid,Asiaticoside,0.3596,5.6925,1.8621,2.5932,0.386,"Jorhat, Assam",27.2029,94.1211,91.8,2013,5,UV-Vis Spectroscopy,25.2,2583.8,4.99,135.5,25.7,197.2,22920158,2011
1316,Centella asiatica,Gotu Kola,Apiaceae,Hydrocotyline,Castilliferol,Madecassic acid,Asiaticoside,0.3739,4.925,1.7851,2.783,0.204,"Jorhat, Assam",26.4422,94.0967,102.4,2005,10,GC-MS,22.1,2116.9,4.76,117.0,33.1,236.8,23352494,2005
1317,Centella asiatica,Gotu Kola,Apiaceae,Hydrocotyline,Castilliferol,Madecassic acid,Centelloside,0.3102,5.2648,1.5394,3.2748,0.423,"Jorhat, Assam",26.5692,94.1769,46.6,2023,12,GC-MS,17.4,1373.4,5.23,103.9,31.9,208.6,22951202,2021
1318,Centella asiatica,Gotu Kola,Apiaceae,Hydrocotyline,Quercetin,Madecassic acid,Centelloside,0.3384,4.9119,1.7984,2.4007,0.283,"Jorhat, Assam",27.3235,93.8802,126.4,2006,6,GC-MS,29.6,3123.9,5.2,132.3,35.6,197.2,23379390,2005
1319,Centella asiatica,Gotu Kola,Apiaceae,Hydrocotyline,Kaempferol,Asiatic acid,Centelloside,0.312,4.6309,1.4626,2.8626,0.253,"Jorhat, Assam",26.9002,93.9512,18.4,2020,11,HPLC-MS,21.3,1692.4,4.47,110.8,32.1,205.9,23385278,2020
1320,Centella asiatica,Gotu Kola,Apiaceae,Hydrocotyline,Kaempferol,Madecassic acid,Centelloside,0.293,4.1886,1.2315,2.4416,0.464,"Jorhat, Assam",26.5125,93.7984,68.6,2011,1,HPLC-MS,16.2,1407.8,5.11,84.5,29.8,188.7,23344905,2011
